ACCESSION	IRa_REPORTED	IRa_REPORTED_START	IRa_REPORTED_END	IRa_REPORTED_LENGTH	IRb_REPORTED	IRb_REPORTED_START	IRb_REPORTED_END	IRb_REPORTED_LENGTH
KT734620	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN551239	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035969	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT962847	yes	127352	153279	25928	yes	83817	109744	25928
KJ614407	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH063436	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK862100	yes	131287	158329	27043	yes	85951	112993	27043
MH394409	yes	130961	157028	26068	yes	86633	112700	26068
KT734621	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN309826	yes	112588	133841	21254	yes	78883	100136	21254
MK033520	yes	86824	112896	26073	yes	131223	157295	26073
MK994864	yes	85678	112464	26787	yes	129531	156317	26787
MN551240	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035970	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN082371	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ664926	yes	129609	157446	27838	yes	85455	113292	27838
KU041142	yes	86031	111928	25898	yes	131278	155415	24138
KJ614408	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394410	yes	130961	157028	26068	yes	86633	112700	26068
KX648359	yes	125476	151336	25861	yes	81056	106916	25861
KX611091	yes	131675	157817	26143	yes	86544	112686	26143
MG867566	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT695604	yes	125606	153038	27433	yes	84608	111006	26399
MK168018	yes	87340	113678	26339	yes	132602	158940	26339
MK994865	yes	85304	111847	26544	yes	128915	155458	26544
MH341454	yes	127167	153568	26402	yes	82715	109115	26401
MF035971	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU041143	yes	84495	112000	27506	yes	129418	156912	27495
MK887212	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ614409	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN160603	yes	91223	122977	31755	yes	137034	168788	31755
MH394411	yes	131636	157770	26135	yes	87111	113245	26135
MK674169	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH277033	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ664927	yes	129249	157094	27846	yes	84922	112749	27828
KR867678	yes	132112	158445	26334	yes	87460	113793	26334
MK994866	yes	85900	112684	26785	yes	129587	156371	26785
MN609998	yes	127230	153015	25786	yes	83049	108834	25786
MF035972	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH341455	yes	127994	154500	26507	yes	83572	110078	26507
MK887213	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT983257	yes	84412	108785	24374	yes	129996	154369	24374
MG739457	yes	127984	154482	26499	yes	83429	109927	26499
KJ614410	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC465962	yes	71303	143014	71712	yes	71303	100366	29064
MK645903	yes	136695	162702	26008	yes	91792	117799	26008
MH394412	yes	131658	157792	26135	yes	87133	113267	26135
MN080709	yes	129846	171643	41798	yes	85172	126969	41798
MH940295	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH277034	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU523577	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG397139	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK887214	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035973	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994867	yes	85653	112406	26754	yes	129214	155973	26760
MH341456	yes	127493	154032	26540	yes	82979	109518	26540
KT983258	yes	85472	111771	26300	yes	129320	155621	26302
KJ614411	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP125337	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK645904	yes	139251	165343	26093	yes	93850	119942	26093
KU199713	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU523578	yes	117887	139717	21831	yes	83244	105074	21831
MK867772	yes	126463	151642	25180	yes	83503	108682	25180
MK887215	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF480752	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035975	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994868	yes	83692	110421	26730	yes	126575	153304	26730
MH341457	yes	128554	155055	26502	yes	84120	110621	26502
KJ614412	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN116559	yes	130316	156019	25704	yes	86784	112487	25704
KP125338	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU050690	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG719855	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU360270	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK867773	yes	125081	149807	24727	yes	82163	106889	24727
MF480753	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035976	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994869	yes	85656	112415	26760	yes	129224	155983	26760
MH341458	yes	127118	153674	26557	yes	82682	109238	26557
MK070169	yes	92583	118907	26325	yes	138151	164475	26325
KJ716483	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ614413	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HM775382	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK867774	yes	127028	152237	25210	yes	83722	108931	25210
KJ408574	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035977	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994870	yes	85643	112440	26798	yes	129350	156147	26798
KU179434	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ614414	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX775962	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ496369	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU179435	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035978	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994871	yes	85433	112185	26753	yes	128955	155707	26753
KJ614415	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT368151	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK120981	yes	123960	149647	25688	yes	81314	107001	25688
LC005978	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU179436	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035979	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
FJ466687	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994872	yes	85431	112183	26753	yes	128955	155707	26753
KC968976	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ614416	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK088177	yes	132961	156826	23866	yes	88631	112469	23839
KX229742	yes	129159	157017	27859	yes	84788	112646	27859
KU179437	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035980	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994873	yes	85503	112300	26798	yes	129226	156023	26798
KC968977	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH019307	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ614417	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF856618	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085890	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN117071	yes	128111	153256	25146	yes	84291	109436	25146
HF677508	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035981	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994874	yes	85670	112445	26776	yes	129424	156199	26776
MH329190	yes	87484	114634	27151	yes	133098	160248	27151
KJ614418	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG581403	yes	133706	159777	26072	yes	88582	114653	26072
KF856619	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
GQ329703	yes	116420	138412	21993	yes	82265	104257	21993
MG584735	yes	133182	159107	25926	yes	88459	114389	25931
KY085891	yes	132572	158984	26413	no	n.a.	n.a.	n.a.
KJ123753	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN117072	yes	141627	168244	26618	yes	94870	121487	26618
MF035982	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994875	yes	84240	110935	26696	yes	127735	154430	26696
MG586833	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ614419	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY084475	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH011354	yes	126133	152136	26004	yes	82215	108218	26004
KY085892	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY940844	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035983	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994876	yes	84397	111171	26775	yes	127615	154389	26775
KJ614420	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG585353	yes	128108	154549	26442	yes	84410	110851	26442
KY117036	yes	134069	160104	26036	yes	89446	115480	26035
MG991935	yes	126983	152628	25646	yes	84293	109938	25646
MG752972	yes	122402	146971	24570	yes	86097	110666	24570
AP008956	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085893	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY940845	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036233	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035984	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994877	yes	86731	113477	26747	yes	130836	157496	26661
KU563738	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF539844	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG752973	yes	122282	146848	24567	yes	85985	110551	24567
MH899015	yes	135358	161155	25798	yes	90456	116253	25798
KT375308	yes	85156	110733	25578	yes	85156	110733	25578
MK058683	yes	88377	115416	27040	yes	133863	160976	27114
MH029157	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085894	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY940846	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036234	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035985	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994878	yes	86443	113220	26778	yes	130342	157119	26778
KF386166	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK879804	yes	81496	107987	26492	yes	125572	152063	26492
JQ041763	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG704135	yes	126195	152714	26520	yes	82151	108670	26520
KY085895	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY940847	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK058684	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
EF380352	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036235	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK192135	yes	128826	156435	27610	yes	84675	112284	27610
MF035986	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN637765	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994879	yes	86003	112777	26775	yes	129735	156509	26775
MG754959	yes	131513	157948	26436	yes	85960	112395	26436
KY947352	yes	127141	153503	26363	yes	82684	109046	26363
KX822769	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX822768	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX822767	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX814336	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085896	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG452144	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035987	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF135594	yes	132589	158740	26152	yes	88586	114737	26152
MG211819	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085897	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
GU456628	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036236	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU310617	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU314500	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035988	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994881	yes	86394	113173	26780	yes	129744	156523	26780
MF594405	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF135595	yes	129985	155548	25564	yes	86280	111843	25564
JX293720	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193760	yes	128398	154958	26561	yes	83894	110455	26562
MN201546	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394427	yes	129603	155866	26264	yes	85224	111487	26264
KY085898	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
AJ970307	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035989	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG799332	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994882	yes	85373	112185	26813	yes	128710	155529	26820
MF135596	yes	132173	157909	25737	yes	87648	113384	25737
MK193761	yes	128401	154955	26555	yes	83888	110445	26558
KF925434	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085899	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY887587	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577933	yes	134578	160931	26354	yes	89152	115505	26354
KY088271	yes	133019	159122	26104	yes	88155	114261	26107
MF035990	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF593894	yes	135301	161117	25817	yes	90420	116236	25817
MK994883	yes	87377	114141	26765	yes	131216	157991	26776
MF135597	yes	129578	153990	24413	yes	86860	111272	24413
MG710386	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193762	yes	128371	154931	26561	yes	83864	110426	26563
KY085900	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY887588	yes	129835	155446	25612	yes	85859	111470	25612
MF035991	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM207675	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF593895	yes	135311	161127	25817	yes	90424	116240	25817
KU315119	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994884	yes	84863	111605	26743	yes	128120	154862	26743
MF135598	yes	127714	165416	37703	yes	71913	109615	37703
MH036237	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG710387	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG211820	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193763	yes	128398	154952	26555	yes	83890	110445	26556
KY085901	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY887589	yes	129642	155254	25613	yes	85681	111293	25613
KJ676538	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM207676	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035992	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994885	yes	84769	111550	26782	yes	128303	155084	26782
MG211821	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH181163	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF135599	yes	130636	159722	29087	yes	87792	116878	29087
MH394431	yes	132679	158811	26133	yes	88102	114234	26133
MF374688	yes	127979	153687	25709	yes	84597	110305	25709
MK193764	yes	128388	154942	26555	yes	83877	110432	26556
KY085902	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918066	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU315426	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM207677	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT159969	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035993	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
DQ354691	yes	135032	160866	25835	yes	90380	116214	25835
MK994886	yes	85662	112440	26779	yes	129269	156047	26779
HQ244500	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG211822	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH181164	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF135600	yes	130789	161803	31015	yes	86108	117122	31015
MK193765	yes	128421	154975	26555	yes	83917	110468	26552
KY085903	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918067	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ619462	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035994	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994887	yes	86315	113093	26779	yes	130125	156903	26779
MH181165	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF135601	yes	129670	154055	24386	yes	86977	111362	24386
MK193766	yes	128454	155008	26555	yes	83943	110500	26558
KY085904	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918068	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035995	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH118290	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT428377	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT898911	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994888	yes	86393	113172	26780	yes	130290	157069	26780
MH181166	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX822019	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193767	yes	128412	154966	26555	yes	83875	110447	26573
KX425853	yes	128392	155355	26964	yes	84604	111585	26982
KY085905	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918069	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU351660	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036238	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT428378	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF035996	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT898912	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994889	yes	85956	112657	26702	yes	129591	156285	26695
MH181167	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193768	yes	128386	154940	26555	yes	83879	110434	26556
KY085906	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918070	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY628304	yes	134986	161543	26558	yes	89082	115639	26558
MF035997	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994890	yes	86879	113728	26850	yes	130707	157556	26850
MH181168	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085907	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193769	yes	128388	154942	26555	yes	83877	110432	26556
MH918071	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY628305	yes	135058	161615	26558	yes	89162	115719	26558
LC318124	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF370229	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH879018	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH181169	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP889213	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN643620	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085908	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918072	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193770	yes	128389	154943	26555	yes	83878	110433	26556
MF663725	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU682719	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021396	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994892	yes	84818	111549	26732	yes	127951	154682	26732
MH181170	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC341205	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085909	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918073	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193772	yes	128368	154928	26561	yes	83862	110423	26562
KJ566590	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY014105	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK263737	yes	130160	158085	27926	yes	84664	112589	27926
MH021397	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994893	yes	84873	111598	26726	yes	128079	154804	26726
MH181171	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036239	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY511610	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085910	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU705476	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918074	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193773	yes	128376	154936	26561	yes	83870	110431	26562
MF472011	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK046729	yes	130729	158605	27877	yes	86351	114227	27877
MK994894	yes	85967	112720	26754	yes	129614	156366	26753
MH181172	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085911	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918075	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193774	yes	128447	155000	26554	yes	83940	110493	26554
MF472012	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF189167	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021399	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH937752	yes	130888	158577	27690	yes	85864	113553	27690
MH181173	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994895	yes	86034	112802	26769	yes	129904	156672	26769
KY085912	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF405340	yes	128922	155393	26472	yes	84493	110964	26472
MH918076	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF472013	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193775	yes	128414	154973	26560	yes	83906	110466	26561
MF189168	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021400	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH181174	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK044831	yes	130271	158171	27901	yes	85785	113683	27899
MK994896	yes	86250	112998	26749	yes	130332	156994	26663
KY085913	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH031787	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH918077	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF156716	yes	132878	152570	19693	yes	93706	113784	20079
MK193776	yes	128423	154983	26561	yes	83908	110468	26561
MF189169	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994897	yes	86274	113044	26771	yes	130053	156823	26771
MH181175	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021401	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC713822	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085914	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LN555649	yes	135981	174205	38225	yes	92771	130995	38225
MK193777	yes	128458	155011	26554	yes	83929	110503	26575
KX792264	yes	131462	157620	26159	yes	86580	112735	26156
MH926357	yes	82238	108747	26510	yes	126655	153164	26510
MH181176	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH036240	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH021402	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994898	yes	85653	112425	26773	yes	129364	156142	26779
MH737738	yes	132013	158362	26350	yes	87527	113876	26350
KC713823	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY085915	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HG931056	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193778	yes	128412	154966	26555	yes	83904	110458	26555
MH181177	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994899	yes	86294	113083	26790	yes	130073	156862	26790
MH021403	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH753078	yes	132007	158383	26377	yes	87495	113871	26377
KT833081	yes	93663	113731	20069	yes	132607	152675	20069
MG561304	yes	130309	153596	23288	yes	87226	110513	23288
KY085916	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP016928	yes	131529	157605	26077	yes	87145	113221	26077
LC348520	yes	125722	152018	26297	yes	84911	111207	26297
MH181178	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193779	yes	130721	157590	26870	yes	85762	112631	26870
MK994900	yes	84834	111558	26725	yes	128028	154752	26725
MH021404	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH753079	yes	132000	158344	26345	yes	87519	113863	26345
KC456163	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM206568	yes	128686	155088	26403	yes	84734	111136	26403
KU951523	yes	73883	99834	25952	yes	29537	55488	25952
KY085917	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
AE009947	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU242342	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC348720	yes	125930	152250	26321	yes	85092	111412	26321
KY872756	yes	133440	158837	25398	yes	88984	114381	25398
KX687910	yes	136076	164312	28237	yes	88907	117143	28237
MH181179	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK193780	yes	128394	154954	26561	yes	83888	110449	26562
MH021405	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF539929	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
